,TILD001,TILD028,VUILD64,VUILD65,VUHD65,VUHD66,VUHD70,VUILD59,VUILD60,VUILD61,VUILD63,THD0001,TILD015,THD0002,TILD010,TILD006,THD0005,VUHD71,VUHD67,VUHD68,VUILD53,VUHD69
SDAD1,0.214691207,0.280786762,0.264998757,0.252047443,0.591582523,0.278125417,0.424594272,0.466967425,0.363133504,0.372079668,0.445251035,0.262258532,0.488212428,0.22409083,0.262689015,0.241625093,0.228426225,0.155349048,0.438754368,0.515567304,0.170155188,0.308795818
CXCL9,0.108868978,0.063229108,0.218057528,0.016100537,0.007508843,0.731789328,5.31E-07,0.159101823,0.519708122,0.257938522,0.107055043,0.212677321,0.655025167,0.064578758,0.043261937,0.430661389,0.243506925,0.017874455,0.398010492,0.028085671,0.019385559,0.030085955
NUP54,0.133904167,0.147329135,0.128341218,0.099891802,0.262935022,0.183946615,0.203699157,0.211663979,0.157438167,0.16598838,0.21992157,0.147264993,0.224981424,0.111734692,0.101933188,0.033851793,0.162900927,0.049386022,0.18519605,0.206083076,0.165042607,0.202807949
SCARB2,0.805958749,0.796827469,0.837013975,0.703073816,1.754249224,0.859204547,1.020116276,1.056091942,0.98766577,1.215593133,1.186681325,0.839503981,1.426949697,0.802955188,0.70527098,0.35757186,1.371768664,0.448656437,0.840371691,0.975414391,0.633902599,2.272821187
FAM47E,0.003151874,0.002712361,0.008512697,0.007709517,0.011921439,0.016643034,0.00447041,0.007025731,0.01960247,0.016751985,0.004175431,0.001946898,0.003059997,0.000291798,0.001887661,0.001534661,0.00521468,0.00252466,0.004096259,0.002742583,0.009798789,0.000576007
SHROOM3,0.002067726,0.007669185,0.054702164,0.039442587,0.018666316,0.068671412,0.032293177,0.066548005,0.042274116,0.059784371,0.018577697,0.017797142,0.007567231,0.02399089,0.01554735,0.006235749,0.005219668,0.006762175,0.015139669,0.03912698,0.026581935,0.000781765
CCNI,2.771435349,2.704340784,2.457778056,1.654421563,9.075564105,4.290195111,7.292396836,4.400920001,3.288136143,4.085905921,4.209459189,4.49967714,3.461109559,3.512260316,2.119455428,0.541814497,1.996204867,1.217012359,6.967665515,4.771696273,2.142956272,3.020761299
CCNG2,0.062781607,0.081225395,0.090949123,0.059490964,0.339059283,0.121230212,0.431928528,0.192903872,0.156757553,0.110142932,0.097563524,0.174335776,0.171928824,0.096862105,0.057095157,0.019803106,0.198071248,0.033115174,0.181519071,0.121117189,0.202961588,0.117574905
CNOT6L,0.213585777,0.161472417,0.152757891,0.103112158,0.214771943,0.103343282,0.157898697,0.235177095,0.203552036,0.162809854,0.208329291,0.228762602,0.318586585,0.15540081,0.143700986,0.098059067,0.186264353,0.0520488,0.219344911,0.176824339,0.175689754,0.224306856
MRPL1,0.065718893,0.073529596,0.188233207,0.108773783,0.371328779,0.202148656,0.286605959,0.297831522,0.174093427,0.169466952,0.159875049,0.08407818,0.105464548,0.060970171,0.059503443,0.070124546,0.096770336,0.090461599,0.197408918,0.261255265,0.220535043,0.11271929
ANXA3,0.009374657,0.021892051,0.110522705,0.062536997,0.063891583,0.125047424,0.073221444,0.059273945,0.07119656,0.113009869,0.061566756,0.025367359,0.040097988,0.030644349,0.0279529,0.002739799,0.021634278,0.010056158,0.04558475,0.040456284,0.017528716,0.008742574
BMP2K,0.282654244,0.188858566,0.278546486,0.224596996,0.320288406,0.273472287,0.157016883,0.259463201,0.380486319,0.27235008,0.225771763,0.241635754,0.414475483,0.194369422,0.233973537,0.11379254,0.239946859,0.06989921,0.194749964,0.201490971,0.235934884,0.145440322
ANTXR2,0.397680497,0.192426959,0.128091222,0.122603922,0.14527363,0.070663247,0.017309531,0.027978299,0.142588937,0.167819924,0.174914173,0.117606267,0.500782526,0.096805409,0.178096374,0.067705469,0.14281122,0.017462943,0.167120515,0.07852964,0.10733788,0.286550929
RASGEF1B,1.08232875,1.361031134,0.609031756,0.363059705,0.658793004,0.470611661,1.317045751,0.863274532,0.518041365,0.711873,0.795242288,1.624401236,3.673240904,2.522474086,0.57702281,0.363437271,1.950755986,0.220172429,0.760411136,0.7621398,2.012628743,2.531174279
HNRNPD,0.454046543,0.391683567,0.537417907,0.408439886,0.797217744,0.551366506,0.632067428,0.594582924,0.562869285,0.579679358,0.580088698,0.554550479,0.621163746,0.344495689,0.353168553,0.291228299,0.333611577,0.182796874,0.519555539,0.461839804,0.473023938,0.507176689
HNRNPDL,2.289617776,2.571624117,2.225880271,1.308114111,4.86004138,2.998661467,2.455699193,3.096057026,2.311539053,3.320507605,3.679745015,2.780952882,3.402602986,2.474224971,1.486139954,0.562681184,1.960792224,1.264827644,3.600050311,3.800400972,1.731605078,2.56188702
ENOPH1,0.164916769,0.248200372,0.217335448,0.185366538,0.560326266,0.257244932,0.48716159,0.365901223,0.320072854,0.307253777,0.354290018,0.213425031,0.323434432,0.172426131,0.216424833,0.031113085,0.160812801,0.116823236,0.342034487,0.503826633,0.266731052,0.153216889
SCD5,0.022068845,0.014436208,0.044384583,0.040733651,0.010673633,0.032754373,0.004017219,0.016763126,0.039071148,0.03836347,0.015195831,0.001256,0.013053576,0.003772008,0.015037106,0.006213449,0.003735055,0.001056882,0.00471458,0.001801783,0.014225495,0.000357337
SEC31A,0.580576089,0.483439453,0.420372364,0.345043483,0.870970006,0.4420006,0.607313307,0.543100655,0.476000551,0.588914794,0.608790466,0.49029568,0.784320715,0.383327004,0.372327211,0.197966323,0.542524282,0.190875313,0.516476564,0.644209856,0.267153159,0.396462949
COPS4,0.154440562,0.165601113,0.172014404,0.143532576,0.398763641,0.24955381,0.284254404,0.285533191,0.214605013,0.225322567,0.253078832,0.158184287,0.250675989,0.130123526,0.123022525,0.038486581,0.136124454,0.118264924,0.253973055,0.303323431,0.221474608,0.175876136
PLAC8,0.124031328,0.275300534,0.493493431,0.209050705,0.540010471,0.875657092,0.593282061,0.531548314,0.703967252,0.421546362,0.649628476,0.746029895,0.961089157,0.347961395,0.078387834,0.328846028,0.552744239,0.063541565,0.375036268,0.067985836,0.296560669,1.127771591
COQ2,0.173428071,0.322558613,0.289763453,0.31530225,0.721618364,0.383646829,0.379781682,0.740399495,0.269741012,0.247226568,0.371483551,0.308502455,0.264616576,0.360121961,0.188161796,0.102570482,0.281066514,0.186505533,0.522356354,0.628324918,0.15996014,0.239589177
MRPS18C,0.281987789,0.356899935,0.644414908,0.447811959,1.086148286,0.620887778,1.13075691,0.891943344,0.761465052,0.674572303,0.837638043,0.448964136,0.457510935,0.37312785,0.407053517,0.515117451,0.266083869,0.323996354,0.763218158,0.759920291,0.278510534,0.404078245
GPAT3,0.911621538,0.291061276,0.178613891,0.092984205,0.133844164,0.096220368,0.017558284,0.044081441,0.176351008,0.253135796,0.103009863,0.083444753,0.438580202,0.059313853,0.228910433,0.089190609,0.193419772,0.01566441,0.044745542,0.010153753,0.504158038,0.066127742
CDS1,0.019368351,0.014064272,0.068636321,0.036332518,0.03510341,0.067898284,0.031100449,0.028902067,0.059249135,0.079230529,0.013618272,0.031782735,0.060109087,0.010965275,0.031069589,0.010029784,0.00970579,0.012322179,0.022260274,0.022687123,0.092561538,0.015577527
WDFY3,0.239442417,0.108698574,0.134695085,0.093191145,0.192033169,0.098889911,0.131256039,0.127452807,0.124236314,0.12097924,0.094763163,0.171629165,0.211167339,0.109521353,0.081522934,0.0453208,0.154440139,0.038984254,0.158084767,0.146018254,0.106225017,0.269460297
ARHGAP24,0.148641708,0.206025079,0.071197753,0.057189734,0.13543075,0.092209164,0.122418364,0.100404013,0.116322524,0.146483166,0.134916134,0.15523723,0.409036825,0.168293258,0.206780177,0.090869926,0.140268354,0.027295537,0.238102842,0.141131941,0.07539592,0.312125143
MAPK10,0.007929655,0.002845381,0.01263826,0.006521661,0.008903784,0.032845061,0.002442497,0.005364466,0.025593094,0.036755914,0.016860191,0.00760342,0.004472965,0.002831823,0.006939604,0.002565013,0.004403113,0.000464279,0.00540498,0.00040847,0.013867676,0.001067926
PTPN13,0.052306278,0.026247209,0.079818696,0.035988408,0.043178796,0.094389463,0.00786063,0.030596081,0.069781577,0.077746766,0.064652759,0.055896638,0.047300221,0.039342262,0.04187501,0.018228363,0.0107948,0.002949904,0.029488357,0.003158165,0.024441772,0.028155199
AFF1,0.420763119,0.349218048,0.172793148,0.106963021,0.321918479,0.128065031,0.222082024,0.129984994,0.189282112,0.234669512,0.264747782,0.241274711,0.51558196,0.233985119,0.20459579,0.071239993,0.321162147,0.035721295,0.251652069,0.151360612,0.111272284,0.475491695
KLHL8,0.084547434,0.126115156,0.081570946,0.0349807,0.195474851,0.098052981,0.173817823,0.144090089,0.136808159,0.117896307,0.119608605,0.182499853,0.164366763,0.102016651,0.082389279,0.043701453,0.09542185,0.033345535,0.179111531,0.138036686,0.058721591,0.137866061
HSD17B11,0.245887638,0.660805374,0.628261473,0.485352047,2.669318706,1.758177764,1.619237348,2.544051638,0.933030238,0.72861152,1.174587825,1.3627671,0.871478794,0.956671642,0.340981818,0.123889968,0.839280124,0.796927377,2.323890756,1.675604178,1.074466972,0.304440453
NUDT9,0.119419542,0.173793441,0.221903567,0.177144721,0.360372816,0.179995674,0.407181924,0.25644416,0.155895809,0.22193858,0.278880184,0.113942449,0.265102002,0.134009491,0.124233867,0.073413412,0.163728443,0.074973729,0.165951535,0.28249663,0.097546723,0.084057466
SPARCL1,2.238085589,0.646589312,0.054253339,0.025096759,0.254622973,0.492530527,0.062464905,0.152040488,0.035908821,0.136621267,0.07941883,0.101480842,0.61533253,0.236008389,0.144246001,0.376914799,0.125510717,0.229586562,0.16630847,0.241279781,0.826583592,0.08045019
SPP1,4.814335296,16.20903601,2.461978904,7.576186462,22.2886459,2.025592582,0.109294668,0.974648892,83.87913723,27.92128514,24.79978366,0.472012511,20.39907217,0.036242277,8.701228238,6.429788516,2.353259162,1.592645776,4.212633734,0.198616569,60.00655186,3.279371141
PKD2,0.084332516,0.078138198,0.090082716,0.064471258,0.161917551,0.077388676,0.112642216,0.131019048,0.103976047,0.112992611,0.101876476,0.044625499,0.106619984,0.040093759,0.048630103,0.020636719,0.056699156,0.041091155,0.075089033,0.113654005,0.078595068,0.027196201
PPM1K,0.090574956,0.106109831,0.159695563,0.099119373,0.253226485,0.18013179,0.323944189,0.280444569,0.173608752,0.185592365,0.137456402,0.08867688,0.205995376,0.071571289,0.090060444,0.105879249,0.166024612,0.064276908,0.231765002,0.224122637,0.134560361,0.128278241
HERC5,0.095311018,0.120242499,0.178956518,0.084309984,0.610338036,0.231547229,0.624725798,0.514037866,0.162813053,0.213131699,0.295630673,0.119748371,0.258112007,0.16410696,0.147627278,0.207499536,0.383521411,0.102095814,0.315519242,0.250840361,0.05848014,0.136927247
HERC3,0.0999261,0.090745047,0.093028361,0.054972653,0.210870509,0.103081106,0.164544139,0.143538895,0.114721221,0.081664784,0.109756321,0.147819036,0.157306317,0.12388389,0.083458703,0.030108855,0.13804439,0.033679679,0.153333736,0.137815702,0.073314789,0.138149228
FAM13A,0.117495579,0.083725327,0.095071383,0.072059199,0.172949502,0.099783835,0.085407536,0.116079209,0.128899424,0.117870223,0.088254786,0.202988225,0.216610822,0.207237067,0.072124286,0.050986556,0.337622654,0.019947812,0.123419876,0.075844591,0.079413809,0.339976169
