geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
TMEM9B,103,103,10.80907388,11.19462137,0.411382352,0.396304233,ipf - control,-0.396763876,0.058740419,-6.754529225,1.63E-10
NRIP3,103,103,2.180709703,1.838177424,1.637980814,1.600434568,ipf - control,0.300070213,0.233988352,1.282415173,0.201227263
PTPN2,103,103,10.89973951,10.92404875,0.404592426,0.458079154,ipf - control,-0.031465509,0.061909666,-0.508248733,0.611856351
SCUBE2,103,103,7.888335757,8.152835957,0.715400968,0.944231384,ipf - control,-0.245715021,0.119214929,-2.061109481,0.040626408
EIF1AD,103,103,9.521856349,9.729223953,0.344656642,0.384906152,ipf - control,-0.197634697,0.051854659,-3.811319946,0.000185535
SMAD2,103,103,10.93591335,11.17111634,0.431373312,0.352333117,ipf - control,-0.246572352,0.056981961,-4.327200156,2.42E-05
EIF3F,103,103,8.848857357,9.111747335,0.58735842,0.406943738,ipf - control,-0.256360243,0.073179684,-3.503161393,0.000570718
ZNF25,103,103,3.938088447,4.578803454,1.726075185,1.262742266,ipf - control,-0.597288988,0.217351582,-2.748031467,0.006560952
OR10P1,103,103,0.201503762,0.312546532,0.457552424,0.75548421,ipf - control,-0.08429512,0.089190133,-0.945117108,0.345774711
ARL10,103,103,6.597693913,6.51060929,1.130938146,1.012848677,ipf - control,0.105464383,0.155279147,0.679192181,0.497825614
CLTB,103,103,11.90774041,12.22393205,0.414688045,0.461359213,ipf - control,-0.310808922,0.062766094,-4.951860174,1.59E-06
PCSK1,103,103,2.015419009,1.653344185,1.463417519,1.205277958,ipf - control,0.354979294,0.19412266,1.828633992,0.068989992
LPL,103,103,5.674561475,7.379440637,2.079107487,1.337567415,ipf - control,-1.705672117,0.244126237,-6.986844758,4.39E-11
RFESD,103,103,6.317646492,6.319652608,0.636976116,0.557449412,ipf - control,0.002763529,0.085608159,0.032281136,0.97428104
CCDC14,103,103,10.39959063,10.4930249,0.766349242,0.639041904,ipf - control,-0.061441847,0.101171132,-0.607306113,0.544357945
TBC1D10C,103,103,10.07712256,10.56722737,0.738451501,0.663550559,ipf - control,-0.485122943,0.098897047,-4.90533294,1.97E-06
SART1,103,103,9.979851399,10.28254443,0.533307293,0.439201195,ipf - control,-0.299395583,0.070952509,-4.219661691,3.75E-05
PPP2R2D,103,103,9.484501478,9.767923444,0.329133446,0.296394329,ipf - control,-0.288325519,0.045273451,-6.368534096,1.35E-09
MCTP1,103,103,9.519428906,9.14036473,0.694593923,0.65062859,ipf - control,0.349916279,0.096174954,3.638330621,0.000351735
POLD4,103,103,10.78909576,10.99182825,0.413371719,0.351682593,ipf - control,-0.21044621,0.055228791,-3.810443897,0.000186147
OR52W1,103,103,0.641494906,0.715927685,0.867688084,0.909828759,ipf - control,-0.085278715,0.129121308,-0.660454241,0.509745818
LRRC25,103,103,7.71458304,8.305924695,0.768779814,0.859171321,ipf - control,-0.579581267,0.117352981,-4.93878608,1.69E-06
DPP10,103,103,4.735890007,3.772447684,0.864434791,1.059524406,ipf - control,0.909635554,0.139620748,6.515045706,6.10E-10
CLCF1,103,103,6.067900242,6.093714358,0.876042278,0.790155962,ipf - control,-0.032823295,0.120565687,-0.272244088,0.785723876
TSGA10IP,103,103,2.568115676,2.911533039,1.12598127,1.13248759,ipf - control,-0.253870614,0.161831405,-1.568735153,0.118339273
GPR152,103,103,1.672305522,1.434431991,1.1288601,1.12463021,ipf - control,0.236912567,0.161660409,1.465495283,0.144404685
UBQLNL,103,103,4.850428079,4.795660396,0.885819664,0.790924423,ipf - control,0.071284067,0.121594718,0.58624312,0.558393615
UBQLN3,103,103,0.225696511,0.284474137,0.601265801,0.751754877,ipf - control,-0.043089836,0.097090654,-0.443810341,0.657674313
PNLIP,103,103,0.050193447,0.044514199,0.257528142,0.267669869,ipf - control,-0.00118917,0.036815729,-0.032300588,0.974265548
LIPT2,103,103,6.376640019,6.550026308,0.72795534,1.039438108,ipf - control,-0.154087016,0.130405998,-1.181594547,0.238813015
KCNE3,103,103,8.861512329,9.43670822,0.817439556,0.802401573,ipf - control,-0.574706311,0.117115538,-4.907173913,1.95E-06
CABP4,103,103,6.782435875,7.519297047,0.813839322,0.578981807,ipf - control,-0.73666748,0.101884588,-7.230411326,1.08E-11
ALG10B,103,103,2.351516969,2.552116363,1.277750523,1.335783507,ipf - control,-0.220310238,0.187706153,-1.173697473,0.241955122
DRAP1,103,103,11.42340822,11.57955965,0.37862043,0.352067922,ipf - control,-0.168327085,0.052730312,-3.192226235,0.001647196
LONRF3,103,103,7.428707402,8.402466509,1.005143918,0.796896461,ipf - control,-1.003261652,0.128542065,-7.804928696,3.61E-13
UCP3,103,103,5.78949445,5.934159464,0.883414718,0.840422105,ipf - control,-0.111086762,0.124104754,-0.895104812,0.371840286
UCP2,103,103,11.87824287,11.70395442,0.687738689,0.752473302,ipf - control,0.164617431,0.10438017,1.577094873,0.116402925
C11orf68,103,103,10.36989785,10.68720268,0.398194967,0.384221224,ipf - control,-0.320692166,0.056611693,-5.664769093,5.25E-08
PAAF1,103,103,9.419748217,9.528989685,0.463494338,0.478220945,ipf - control,-0.092219791,0.067430264,-1.367632064,0.173009529
MRPL48,103,103,10.11605896,10.31958824,0.432709645,0.390875119,ipf - control,-0.209280241,0.060226317,-3.474896868,0.00063039
RAB6A,103,103,11.43416396,11.91602849,0.409051218,0.313048421,ipf - control,-0.480953384,0.05291613,-9.088975114,1.18E-16
P2RY2,103,103,7.505384121,7.499106844,0.745925572,0.615323809,ipf - control,-0.037669157,0.097020155,-0.388261148,0.698248511
FOSL1,103,103,8.939567162,7.968856529,1.926947962,2.069891194,ipf - control,0.948979407,0.283917475,3.342448038,0.000996376
ERCC4,103,103,7.718018075,7.825577886,0.487017111,0.439513102,ipf - control,-0.09232265,0.066804917,-1.38197387,0.168568922
SUGCT,103,103,7.924723599,6.086426954,0.852847284,0.879845061,ipf - control,1.814462292,0.123445349,14.6985067,2.33E-33
CCDC85B,103,103,10.1787056,10.42691092,0.643616678,0.699723025,ipf - control,-0.249292955,0.096905645,-2.572532845,0.010843135
TMEM70,103,103,9.930177384,9.601641322,0.576215288,0.638486914,ipf - control,0.289177532,0.085202368,3.394008166,0.000835082
OR4B1,103,103,0,0.015387985,0,0.156170996,ipf - control,-0.014450792,0.015869618,-0.910594843,0.363638899
RPS6KB2,103,103,9.567175309,9.807511641,0.51386039,0.407677905,ipf - control,-0.233928051,0.067121415,-3.485147783,0.000608103
RMI2,103,103,4.127932939,4.768782205,1.329502302,1.202426729,ipf - control,-0.552115447,0.181941146,-3.03458267,0.002738865
TOM1L2,103,103,10.3040231,10.82559685,0.548761127,0.48770308,ipf - control,-0.50593601,0.074716872,-6.771375634,1.48E-10
TEX26,103,103,3.322566541,1.729241043,2.046055766,1.61781655,ipf - control,1.574089769,0.260554635,6.041304038,7.67E-09
ZNF77,103,103,3.183989375,2.980272451,1.324261253,1.488921122,ipf - control,0.194780951,0.202871997,0.960117483,0.338191178
GPR156,103,103,4.080067667,3.28391869,1.055932387,1.102383096,ipf - control,0.785916765,0.155943041,5.039768121,1.06E-06
CCDC197,103,103,1.916016646,1.540133723,1.2962202,1.098416347,ipf - control,0.443104899,0.171882446,2.577953189,0.010680174
MTLN,103,103,11.57592524,11.67422891,0.461544844,0.485110514,ipf - control,-0.11597268,0.068240212,-1.699477132,0.090832136
KDF1,103,103,0.153705855,0.105173689,0.900405402,0.625656003,ipf - control,0.048865824,0.111486412,0.438311927,0.661647859
B3GNTL1,103,103,8.824816279,8.51678015,0.535742826,0.511861284,ipf - control,0.294240663,0.075289475,3.908124782,0.000128449
RBMXL3,103,103,0.137572087,0.166698301,0.371468022,0.444597361,ipf - control,-0.045998134,0.057308423,-0.802641773,0.423164009
MLXIP,103,103,8.291648389,8.451885971,0.882343191,0.76937785,ipf - control,-0.148169632,0.119128702,-1.243777776,0.215082164
NR2F1,103,103,10.08715563,10.43664487,0.714458456,0.751289243,ipf - control,-0.333643742,0.104425429,-3.195043044,0.001632008
AURKAIP1,103,103,11.77184881,11.9823818,0.385167701,0.420035763,ipf - control,-0.207411347,0.057536015,-3.604895939,0.000396985
TTLL11,103,103,7.647883521,7.775002756,0.444844864,0.429966835,ipf - control,-0.122045363,0.06378166,-1.913486764,0.057158013
EIF4E1B,103,103,0.248828705,0.164144569,0.691577373,0.531111839,ipf - control,0.05132316,0.089330186,0.574533231,0.566272634
TOMM5,103,103,7.430594762,7.396778738,0.499817484,0.610366876,ipf - control,0.030118363,0.080257484,0.375271711,0.70786837
C15orf53,103,103,5.96677771,5.594653723,0.784335688,0.940781792,ipf - control,0.402059817,0.124195199,3.237321734,0.001419097
SLC35E3,103,103,8.339356026,8.716726243,0.570502106,0.534528226,ipf - control,-0.367535024,0.080252826,-4.579714414,8.31E-06
PRIMA1,103,103,5.668785565,5.108968996,1.523689996,1.64074641,ipf - control,0.636940125,0.216434419,2.942878159,0.003648311
ZNF169,103,103,7.359489927,7.496442798,0.805533782,0.623400827,ipf - control,-0.117759347,0.103004633,-1.143243211,0.254346441
RUVBL1,103,103,10.62106811,10.16935099,0.64553323,0.501085497,ipf - control,0.449691538,0.082246432,5.467611487,1.39E-07
MSRA,103,103,5.418139974,5.717441358,0.802565997,0.752238067,ipf - control,-0.290339458,0.110719251,-2.6223033,0.009427113
CBLL2,103,103,0.203153519,0.156989563,0.4570749,0.437076998,ipf - control,0.067045992,0.064637458,1.037262215,0.300904803
CCDC168,103,103,0.213592233,0.356843568,0.411846284,0.555231673,ipf - control,-0.15434976,0.068437327,-2.255344653,0.025228359
CTDNEP1,103,103,11.57031909,11.76904039,0.339703759,0.305658216,ipf - control,-0.198546437,0.046865765,-4.236491923,3.51E-05
ETV4,103,103,7.43093195,7.044305773,0.69823797,0.733931971,ipf - control,0.399564105,0.103697295,3.853177693,0.000158396
SWI5,103,103,10.09534938,10.2204294,0.455023129,0.402242779,ipf - control,-0.120494266,0.061869077,-1.9475685,0.052909786
GAPT,103,103,7.747948711,8.177242762,0.924824538,0.865904428,ipf - control,-0.384957976,0.12597545,-3.055817434,0.002560488
BAIAP2,103,103,11.40310263,11.71394051,0.5723793,0.53238249,ipf - control,-0.316718805,0.079819733,-3.967926118,0.000101994
CALCB,103,103,2.621257532,2.986206468,0.743419636,0.60797396,ipf - control,-0.356803841,0.098645123,-3.617044911,0.000379943
CREG2,103,103,3.498031052,3.678556787,0.834793235,1.081237173,ipf - control,-0.179364432,0.13854301,-1.294648008,0.196980477
TMEM270,103,103,3.232847061,1.715756147,2.501906747,1.976824829,ipf - control,1.468884169,0.323784096,4.536616187,1.00E-05
HOXD8,103,103,6.118120573,5.239262249,1.032642649,1.123170474,ipf - control,0.906107291,0.154231592,5.874978531,1.81E-08
ZDHHC21,103,103,8.194013882,8.397204938,0.600679108,0.514026289,ipf - control,-0.214779565,0.080503748,-2.667944919,0.008277086
TSPEAR,103,103,1.807061935,1.98915501,1.233403316,1.25717246,ipf - control,-0.187810626,0.179739416,-1.044905061,0.297367073
PLEKHF2,103,103,1.298158725,1.323216694,2.255102385,2.225262402,ipf - control,0.091434618,0.317671984,0.287827137,0.77378631
A2M,103,103,16.36594924,16.11200061,0.646402887,0.638727402,ipf - control,0.255177821,0.092906246,2.746616433,0.006588239
DOK7,103,103,5.988663688,5.552244032,0.869303092,1.36206034,ipf - control,0.435006285,0.162126647,2.683126394,0.007923581
LRRN1,103,103,7.683724953,6.333368166,0.798901259,0.961058743,ipf - control,1.338915813,0.126596704,10.57622966,6.22E-21
UBE2O,103,103,7.925003984,8.218598528,0.608041315,0.408934862,ipf - control,-0.280841937,0.074919719,-3.748571695,0.000234594
ORAI3,103,103,6.473853728,6.408561948,0.645809376,0.691786159,ipf - control,0.043150572,0.095983512,0.44956234,0.653527918
KLHL38,103,103,3.760320015,3.501839922,1.37007501,1.297455647,ipf - control,0.27046986,0.188729915,1.433105397,0.153437274
UNC119B,103,103,5.400981747,5.195294092,0.913359562,0.703906764,ipf - control,0.218033027,0.118907962,1.833628499,0.068241357
DENND2C,103,103,6.587065189,6.638235299,0.634451198,0.598896636,ipf - control,-0.078313704,0.088641861,-0.883484434,0.378068107
PLEKHD1,103,103,0.88625449,1.049162893,0.670478213,0.636771001,ipf - control,-0.148493001,0.093248053,-1.592451483,0.112911341
ASCL3,103,103,2.637342617,2.023058323,1.777203511,1.489673205,ipf - control,0.554369327,0.230179957,2.40841703,0.016957446
TUBB6,103,103,12.33631879,12.52804631,0.583222768,0.487075012,ipf - control,-0.176007322,0.077746012,-2.263875896,0.02468838
LYSMD3,103,103,6.097245817,6.649424948,0.87496426,0.871565281,ipf - control,-0.537709321,0.1225787,-4.386645629,1.89E-05
AMIGO3,103,103,3.524481651,3.554078458,1.327121206,1.234176518,ipf - control,-0.015020249,0.181063511,-0.082955695,0.9339723
ZNF613,103,103,7.517325915,7.703008975,0.462136413,0.541590811,ipf - control,-0.179087235,0.072991298,-2.453542284,0.015028376
C11orf16,103,103,8.482354833,6.707712729,2.249753529,2.27110889,ipf - control,1.745439258,0.323254776,5.399577637,1.94E-07
TMPRSS7,103,103,3.273498794,2.627097227,1.252088885,1.027177006,ipf - control,0.60536158,0.16648958,3.636032836,0.000354682
NUPR1,103,103,12.24577683,13.09790541,0.615659561,0.512854342,ipf - control,-0.865136502,0.081599801,-10.60218887,5.22E-21
JAKMIP2,103,103,5.475714621,6.322251766,1.060539243,0.90045813,ipf - control,-0.839790631,0.141456773,-5.936729715,1.32E-08
MBLAC2,103,103,3.085673307,3.065775908,0.679950534,0.806037179,ipf - control,0.033071523,0.106915214,0.30932476,0.757406467
TPRN,103,103,8.147153816,8.601311128,0.707019089,0.594778928,ipf - control,-0.423783956,0.093779762,-4.518927616,1.08E-05
KCNE5,103,103,3.674444837,3.4370364,0.779917299,0.926525454,ipf - control,0.209998892,0.114026139,1.841673272,0.067049673
ZNF683,103,103,6.047964064,6.616889668,1.407773902,1.889200228,ipf - control,-0.581045067,0.236233151,-2.45962544,0.014783814
SLC35A4,103,103,10.67467925,11.0155342,0.356488148,0.383429483,ipf - control,-0.343822581,0.053250685,-6.456679039,8.39E-10
CRYBG2,103,103,6.48260353,6.782723259,0.865629701,1.086641697,ipf - control,-0.330480166,0.139151159,-2.374972426,0.018525358
IP6K1,103,103,8.223686837,8.561431495,0.516207364,0.465705796,ipf - control,-0.311617707,0.070394859,-4.426711177,1.60E-05
SSNA1,103,103,8.53367434,8.901311398,0.434209466,0.459637018,ipf - control,-0.352049988,0.064342123,-5.471532053,1.37E-07
CSTF3,103,103,8.600977686,8.49456924,0.665256593,0.483386747,ipf - control,0.117546572,0.084862422,1.385142797,0.167599467
YES1,103,103,6.189311567,6.739574255,0.689654707,0.64706658,ipf - control,-0.576624067,0.096428597,-5.979803525,1.06E-08
CHMP6,103,103,9.975285348,10.34127661,0.359180264,0.387904067,ipf - control,-0.358380042,0.05434775,-6.594202065,3.95E-10
MC5R,103,103,2.157298965,1.272196697,1.007422396,0.956877398,ipf - control,0.904205315,0.140029603,6.457244023,8.36E-10
TMEM39A,103,103,9.854482428,10.14309452,0.652403183,0.495010604,ipf - control,-0.272957812,0.083366889,-3.274175327,0.001254861
TCP11L1,103,103,7.699793133,7.863332584,0.48383112,0.382464042,ipf - control,-0.161250986,0.062457483,-2.581772098,0.01056668
GPX2,103,103,6.035682976,5.144162991,1.046649296,0.966011452,ipf - control,0.897742102,0.144205724,6.225426285,2.91E-09
CCDC57,103,103,11.59047181,11.66358984,0.553035599,0.483198212,ipf - control,-0.067091021,0.075115119,-0.893175993,0.372869556
HSF5,103,103,2.028693123,2.026148428,0.623430994,0.700183892,ipf - control,-0.009573963,0.096100515,-0.099624476,0.920745333
FOXG1,103,103,0.553413865,0.624674545,0.609907642,0.613125552,ipf - control,-0.064703419,0.08586067,-0.753586236,0.452011322
SPHK1,103,103,9.783353272,9.8068725,1.016111146,0.977278713,ipf - control,-0.015249574,0.142462604,-0.107042645,0.914865763
BNIP3,103,103,9.718042866,10.28944788,0.481591438,0.481813958,ipf - control,-0.578995477,0.067918755,-8.524824702,4.27E-15
ENTHD1,103,103,2.823302681,1.833519414,0.975221242,1.05639313,ipf - control,0.978356976,0.146231341,6.690473953,2.32E-10
CIDEA,103,103,1.84567584,1.557560488,2.016744633,1.646091954,ipf - control,0.308792985,0.264055257,1.16942563,0.243666979
OR11H4,103,103,0.697410983,0.563647802,0.774563013,0.824133773,ipf - control,0.157624984,0.115872971,1.360325729,0.175305382
OR4D11,103,103,0.009708738,0,0.098532928,0,ipf - control,0.011700746,0.009913676,1.180263092,0.239340734
LRRTM4,103,103,4.044534832,4.975950695,1.076411036,1.108877089,ipf - control,-0.947625252,0.153271445,-6.182660144,3.65E-09
ATAD5,103,103,2.638137677,2.404822452,0.887037585,0.994336979,ipf - control,0.252559832,0.135398957,1.865301165,0.063649076
SMIM19,103,103,10.88527941,11.11792204,0.485555439,0.436591267,ipf - control,-0.239503394,0.067152997,-3.566533228,0.000455642
OR11H6,103,103,0.393696571,0.265214854,0.7268748,0.583338682,ipf - control,0.09487282,0.093819285,1.011229408,0.313166203
ZNF404,103,103,6.877718321,7.181133304,0.799058335,0.872422914,ipf - control,-0.290677441,0.120029933,-2.421707933,0.016367699
RTTN,103,103,8.128763008,8.363336038,0.585347917,0.465583954,ipf - control,-0.218597243,0.075650973,-2.889549659,0.004296988
OR4K17,103,103,0,0,0,0,ipf - control,0,0,,
OR10H4,103,103,0.094707646,0.168348058,0.365315549,0.44423645,ipf - control,-0.067339933,0.059309146,-1.135405553,0.257606216
OR51B6,103,103,0.186115777,0.239608738,0.413691971,0.595599692,ipf - control,-0.058602836,0.074632927,-0.785214231,0.433285848
ACBD7,103,103,1.456490558,0.487120493,1.847330957,1.234380205,ipf - control,0.890224868,0.225938334,3.940123182,0.000113575
OR4L1,103,103,0,0.025096723,0,0.254703923,ipf - control,-0.030489191,0.026301914,-1.159200469,0.247799287
ANAPC2,103,103,10.09454036,10.30842774,0.733795905,0.629584417,ipf - control,-0.180490036,0.097571873,-1.84981624,0.065861076
OR4K13,103,103,0.904767991,0.965400152,0.628890696,0.578415931,ipf - control,-0.02105448,0.085515974,-0.246205226,0.805783672
HMGB4,103,103,0.064503458,0.019417476,0.348021698,0.138661849,ipf - control,0.055717989,0.038227057,1.457553714,0.146580425
ZBTB8OS,103,103,11.07391826,11.24661611,0.429983185,0.385459792,ipf - control,-0.169593543,0.058974243,-2.875722271,0.004481578
OR4F21,103,103,0.859156902,0.696194651,1.360360281,1.132712033,ipf - control,0.203815548,0.180701017,1.127915891,0.26074844
SLC35G1,103,103,6.866833976,6.973792623,0.528039985,0.578068607,ipf - control,-0.096015012,0.079214263,-1.212092478,0.226951113
OR4K5,103,103,0,0,0,0,ipf - control,0,0,,
ZNF135,103,103,7.493648647,7.581018141,0.672284792,0.740755164,ipf - control,-0.054673408,0.101124494,-0.540654453,0.589365974
OR4N2,103,103,0.482652422,0.114125121,1.06837534,0.518188092,ipf - control,0.385595363,0.122049575,3.159333926,0.001834526
OR4M1,103,103,0.457230461,0.275144175,0.560563393,0.487599963,ipf - control,0.189346593,0.076123405,2.487363671,0.013712889
FOXR1,103,103,0.433462827,0.804926919,0.87285548,1.057127906,ipf - control,-0.377411809,0.140468518,-2.686807073,0.007839954
